date,commodity,weeks,coverage_level,coverage_price,F,producer_prem,cme_put,gap,gap_pct,source
2026-07-06,feeder,13,1.0,384.03,354.98,11.908,30.4996,18.5916,4.841,backfill_yahoo
2026-07-06,feeder,17,0.75,291.83,351.74,0.444,0.3527,-0.0913,-0.031,backfill_yahoo
2026-07-06,feeder,17,0.8,311.29,351.74,0.983,1.3513,0.3683,0.118,backfill_yahoo
2026-07-06,feeder,17,0.85,330.75,351.74,2.114,4.2268,2.1128,0.639,backfill_yahoo
2026-07-06,feeder,17,0.9,340.47,351.74,3.092,6.9055,3.8135,1.12,backfill_yahoo
2026-07-06,feeder,17,0.95,359.93,351.74,6.501,16.0267,9.5257,2.647,backfill_yahoo
2026-07-06,feeder,17,1.0,381.33,351.74,13.915,31.7075,17.7925,4.666,backfill_yahoo
2026-07-06,feeder,21,0.75,288.73,348.76,0.61,0.6196,0.0096,0.003,backfill_yahoo
2026-07-06,feeder,21,0.8,307.98,348.76,1.297,1.9244,0.6274,0.204,backfill_yahoo
2026-07-06,feeder,21,0.85,327.23,348.76,2.728,5.12,2.392,0.731,backfill_yahoo
2026-07-06,feeder,21,0.9,336.85,348.76,3.832,7.8614,4.0294,1.196,backfill_yahoo
2026-07-06,feeder,21,0.95,356.1,348.76,7.824,16.6884,8.8644,2.489,backfill_yahoo
2026-07-06,feeder,21,1.0,377.28,348.76,15.639,31.5882,15.9492,4.227,backfill_yahoo
2026-07-06,feeder,26,0.75,285.79,345.21,1.034,1.0605,0.0265,0.009,backfill_yahoo
2026-07-06,feeder,26,0.8,304.84,345.21,1.977,2.7523,0.7753,0.254,backfill_yahoo
2026-07-06,feeder,26,0.85,323.89,345.21,3.743,6.3484,2.6054,0.804,backfill_yahoo
2026-07-06,feeder,26,0.9,333.42,345.21,5.011,9.2104,4.1994,1.259,backfill_yahoo
2026-07-06,feeder,26,0.95,352.47,345.21,9.329,17.9484,8.6194,2.445,backfill_yahoo
2026-07-06,feeder,26,1.0,373.43,345.21,17.2,32.2631,15.0631,4.034,backfill_yahoo
2026-07-06,feeder,30,0.75,284.8,343.03,1.233,1.5244,0.2914,0.102,backfill_yahoo
2026-07-06,feeder,30,0.8,303.79,343.03,2.368,3.5626,1.1946,0.393,backfill_yahoo
2026-07-06,feeder,30,0.85,322.78,343.03,4.323,7.5418,3.2188,0.997,backfill_yahoo
2026-07-06,feeder,30,0.9,332.27,343.03,5.865,10.5567,4.6917,1.412,backfill_yahoo
2026-07-06,feeder,30,0.95,351.26,343.03,10.448,19.4881,9.0401,2.574,backfill_yahoo
2026-07-06,feeder,30,1.0,372.14,343.03,18.73,33.6541,14.9241,4.01,backfill_yahoo
2026-07-06,feeder,34,0.75,282.85,341.28,1.617,1.9347,0.3177,0.112,backfill_yahoo
2026-07-06,feeder,34,0.8,301.7,341.28,2.937,4.1747,1.2377,0.41,backfill_yahoo
2026-07-06,feeder,34,0.85,320.56,341.28,5.093,8.289,3.196,0.997,backfill_yahoo
2026-07-06,feeder,34,0.9,329.99,341.28,6.742,11.3055,4.5635,1.383,backfill_yahoo
2026-07-06,feeder,34,0.95,348.84,341.28,11.487,20.0211,8.5341,2.446,backfill_yahoo
2026-07-06,feeder,34,1.0,369.59,341.28,19.789,33.7541,13.9651,3.779,backfill_yahoo
2026-07-06,feeder,39,0.75,281.88,339.49,2.152,2.5792,0.4272,0.152,backfill_yahoo
2026-07-06,feeder,39,0.8,300.67,339.49,3.664,5.1391,1.4751,0.491,backfill_yahoo
2026-07-06,feeder,39,0.85,319.46,339.49,6.148,9.5458,3.3978,1.064,backfill_yahoo
2026-07-06,feeder,39,0.9,328.86,339.49,7.979,12.6614,4.6824,1.424,backfill_yahoo
2026-07-06,feeder,39,0.95,347.65,339.49,13.227,21.4585,8.2315,2.368,backfill_yahoo
2026-07-06,feeder,39,1.0,368.32,339.49,21.724,34.988,13.264,3.601,backfill_yahoo
2026-07-06,feeder,43,0.75,281.21,337.85,2.377,3.154,0.777,0.276,backfill_yahoo
2026-07-06,feeder,43,0.8,299.95,337.85,4.199,5.9659,1.7669,0.589,backfill_yahoo
2026-07-06,feeder,43,0.85,318.7,337.85,6.939,10.6095,3.6705,1.152,backfill_yahoo
2026-07-06,feeder,43,0.9,328.07,337.85,8.825,13.8088,4.9838,1.519,backfill_yahoo
2026-07-06,feeder,43,0.95,346.82,337.85,13.857,22.7299,8.8729,2.558,backfill_yahoo
2026-07-06,feeder,43,1.0,367.44,337.85,22.133,36.1726,14.0396,3.821,backfill_yahoo
2026-07-06,feeder,47,0.75,280.32,336.81,2.976,3.6736,0.6976,0.249,backfill_yahoo
2026-07-06,feeder,47,0.8,299.01,336.81,4.948,6.6582,1.7102,0.572,backfill_yahoo
2026-07-06,feeder,47,0.85,317.69,336.81,7.939,11.4178,3.4788,1.095,backfill_yahoo
2026-07-06,feeder,47,0.9,327.04,336.81,9.805,14.639,4.834,1.478,backfill_yahoo
2026-07-06,feeder,47,0.95,345.73,336.81,15.252,23.5001,8.2481,2.386,backfill_yahoo
2026-07-06,feeder,47,1.0,366.28,336.81,23.731,36.7292,12.9982,3.549,backfill_yahoo
2026-07-06,feeder,52,0.75,279.64,336.27,3.576,4.3163,0.7403,0.265,backfill_yahoo
2026-07-06,feeder,52,0.8,298.28,336.27,5.737,7.4762,1.7392,0.583,backfill_yahoo
2026-07-06,feeder,52,0.85,316.93,336.27,8.916,12.3465,3.4305,1.082,backfill_yahoo
2026-07-06,feeder,52,0.9,326.25,336.27,10.856,15.5712,4.7152,1.445,backfill_yahoo
2026-07-06,feeder,52,0.95,344.89,336.27,16.43,24.3205,7.8905,2.288,backfill_yahoo
2026-07-06,feeder,52,1.0,365.4,336.27,24.933,37.3017,12.3687,3.385,backfill_yahoo
2026-07-07,feeder,13,0.75,293.16,355.83,0.205,0.1187,-0.0863,-0.029,backfill_yahoo
2026-07-07,feeder,13,0.8,312.7,355.83,0.483,0.6457,0.1627,0.052,backfill_yahoo
2026-07-07,feeder,13,0.85,332.24,355.83,1.178,2.6654,1.4874,0.448,backfill_yahoo
2026-07-07,feeder,13,0.9,342.02,355.83,1.888,4.8652,2.9772,0.87,backfill_yahoo
2026-07-07,feeder,13,0.95,361.56,355.83,4.585,13.2254,8.6404,2.39,backfill_yahoo
2026-07-07,feeder,13,1.0,383.06,355.83,11.516,28.9618,17.4458,4.554,backfill_yahoo
2026-07-07,feeder,17,0.75,290.65,352.34,0.42,0.3119,-0.1081,-0.037,backfill_yahoo
2026-07-07,feeder,17,0.8,310.03,352.34,0.902,1.2064,0.3044,0.098,backfill_yahoo
2026-07-07,feeder,17,0.85,329.41,352.34,2.015,3.8229,1.8079,0.549,backfill_yahoo
2026-07-07,feeder,17,0.9,339.09,352.34,2.913,6.2932,3.3802,0.997,backfill_yahoo
2026-07-07,feeder,17,0.95,358.47,352.34,6.219,14.8058,8.5868,2.395,backfill_yahoo
2026-07-07,feeder,17,1.0,379.79,352.34,13.712,29.9585,16.2465,4.278,backfill_yahoo
2026-07-07,feeder,21,0.75,287.38,349.2,0.587,0.5569,-0.0301,-0.01,backfill_yahoo
2026-07-07,feeder,21,0.8,306.54,349.2,1.251,1.7418,0.4908,0.16,backfill_yahoo
2026-07-07,feeder,21,0.85,325.7,349.2,2.541,4.679,2.138,0.656,backfill_yahoo
2026-07-07,feeder,21,0.9,335.28,349.2,3.764,7.2268,3.4628,1.033,backfill_yahoo
2026-07-07,feeder,21,0.95,354.44,349.2,7.729,15.4813,7.7523,2.187,backfill_yahoo
2026-07-07,feeder,21,1.0,375.51,349.2,15.545,29.8558,14.3108,3.811,backfill_yahoo
2026-07-07,feeder,26,0.75,284.43,345.47,0.998,0.9763,-0.0217,-0.008,backfill_yahoo
2026-07-07,feeder,26,0.8,303.4,345.47,1.907,2.5462,0.6392,0.211,backfill_yahoo
2026-07-07,feeder,26,0.85,322.36,345.47,3.499,5.9097,2.4107,0.748,backfill_yahoo
2026-07-07,feeder,26,0.9,331.84,345.47,4.917,8.6047,3.6877,1.111,backfill_yahoo
2026-07-07,feeder,26,0.95,350.8,345.47,9.2,16.8539,7.6539,2.182,backfill_yahoo
2026-07-07,feeder,26,1.0,371.66,345.47,17.07,30.7281,13.6581,3.675,backfill_yahoo
2026-07-07,feeder,30,0.75,283.36,343.13,1.201,1.4186,0.2176,0.077,backfill_yahoo
2026-07-07,feeder,30,0.8,302.25,343.13,2.247,3.3261,1.0791,0.357,backfill_yahoo
2026-07-07,feeder,30,0.85,321.14,343.13,4.234,7.0747,2.8407,0.885,backfill_yahoo
2026-07-07,feeder,30,0.9,330.59,343.13,5.758,9.9352,4.1772,1.264,backfill_yahoo
2026-07-07,feeder,30,0.95,349.48,343.13,10.307,18.4039,8.0969,2.317,backfill_yahoo
2026-07-07,feeder,30,1.0,370.26,343.13,18.557,32.1668,13.6098,3.676,backfill_yahoo
2026-07-07,feeder,34,0.75,281.35,341.16,1.572,1.8203,0.2483,0.088,backfill_yahoo
2026-07-07,feeder,34,0.8,300.1,341.16,2.786,3.9374,1.1514,0.384,backfill_yahoo
2026-07-07,feeder,34,0.85,318.86,341.16,4.98,7.8458,2.8658,0.899,backfill_yahoo
2026-07-07,feeder,34,0.9,328.24,341.16,6.606,10.7247,4.1187,1.255,backfill_yahoo
2026-07-07,feeder,34,0.95,346.99,341.16,11.311,19.0285,7.7175,2.224,backfill_yahoo
2026-07-07,feeder,34,1.0,367.63,341.16,19.571,32.3957,12.8247,3.488,backfill_yahoo
2026-07-07,feeder,39,0.75,280.2,339.22,2.061,2.4357,0.3747,0.134,backfill_yahoo
2026-07-07,feeder,39,0.8,298.88,339.22,3.579,4.8627,1.2837,0.429,backfill_yahoo
2026-07-07,feeder,39,0.85,317.56,339.22,6.064,9.0591,2.9951,0.943,backfill_yahoo
2026-07-07,feeder,39,0.9,326.9,339.22,7.888,12.0362,4.1482,1.269,backfill_yahoo
2026-07-07,feeder,39,0.95,345.58,339.22,13.075,20.4195,7.3445,2.125,backfill_yahoo
2026-07-07,feeder,39,1.0,366.12,339.22,21.498,33.5819,12.0839,3.301,backfill_yahoo
2026-07-07,feeder,43,0.75,279.18,337.34,2.434,2.973,0.539,0.193,backfill_yahoo
2026-07-07,feeder,43,0.8,297.79,337.34,4.263,5.6341,1.3711,0.46,backfill_yahoo
2026-07-07,feeder,43,0.85,316.4,337.34,6.978,10.0446,3.0666,0.969,backfill_yahoo
2026-07-07,feeder,43,0.9,325.71,337.34,8.887,13.0984,4.2114,1.293,backfill_yahoo
2026-07-07,feeder,43,0.95,344.32,337.34,14.039,21.5674,7.5284,2.186,backfill_yahoo
2026-07-07,feeder,43,1.0,364.8,337.34,22.134,34.6272,12.4932,3.425,backfill_yahoo
2026-07-07,feeder,47,0.75,277.94,336.42,3.024,3.4256,0.4016,0.144,backfill_yahoo
2026-07-07,feeder,47,0.8,296.47,336.42,4.993,6.219,1.226,0.414,backfill_yahoo
2026-07-07,feeder,47,0.85,315.0,336.42,8.017,10.6971,2.6801,0.851,backfill_yahoo
2026-07-07,feeder,47,0.9,324.27,336.42,10.026,13.7395,3.7135,1.145,backfill_yahoo
2026-07-07,feeder,47,0.95,342.8,336.42,15.272,22.0466,6.7746,1.976,backfill_yahoo
2026-07-07,feeder,47,1.0,363.18,336.42,23.728,34.8102,11.0822,3.051,backfill_yahoo
2026-07-07,feeder,52,0.75,277.27,336.25,3.626,4.0143,0.3883,0.14,backfill_yahoo
2026-07-07,feeder,52,0.8,295.76,336.25,5.781,6.9646,1.1836,0.4,backfill_yahoo
2026-07-07,feeder,52,0.85,314.24,336.25,8.99,11.5267,2.5367,0.807,backfill_yahoo
2026-07-07,feeder,52,0.9,323.49,336.25,11.081,14.5648,3.4838,1.077,backfill_yahoo
2026-07-07,feeder,52,0.95,341.97,336.25,16.436,22.7108,6.2748,1.835,backfill_yahoo
2026-07-07,feeder,52,1.0,362.31,336.25,24.913,35.1987,10.2857,2.839,backfill_yahoo
2026-07-08,feeder,13,0.75,293.88,350.31,0.222,0.1909,-0.0311,-0.011,backfill_yahoo
2026-07-08,feeder,13,0.8,313.47,350.31,0.499,0.9911,0.4921,0.157,backfill_yahoo
2026-07-08,feeder,13,0.85,333.06,350.31,1.189,3.8461,2.6571,0.798,backfill_yahoo
2026-07-08,feeder,13,0.9,342.86,350.31,1.855,6.7742,4.9192,1.435,backfill_yahoo
2026-07-08,feeder,13,0.95,362.45,350.31,4.602,17.1928,12.5908,3.474,backfill_yahoo
2026-07-08,feeder,13,1.0,384.0,350.31,11.663,34.5148,22.8518,5.951,backfill_yahoo
2026-07-08,feeder,17,0.75,291.06,347.1,0.444,0.4375,-0.0065,-0.002,backfill_yahoo
2026-07-08,feeder,17,0.8,310.46,347.1,0.923,1.6441,0.7211,0.232,backfill_yahoo
2026-07-08,feeder,17,0.85,329.87,347.1,1.973,5.0163,3.0433,0.923,backfill_yahoo
2026-07-08,feeder,17,0.9,339.57,347.1,2.953,8.08,5.127,1.51,backfill_yahoo
2026-07-08,feeder,17,0.95,358.97,347.1,6.269,18.237,11.968,3.334,backfill_yahoo
2026-07-08,feeder,17,1.0,380.32,347.1,13.784,34.694,20.91,5.498,backfill_yahoo
2026-07-08,feeder,21,0.75,287.69,344.02,0.572,0.7328,0.1608,0.056,backfill_yahoo
2026-07-08,feeder,21,0.8,306.86,344.02,1.244,2.2465,1.0025,0.327,backfill_yahoo
2026-07-08,feeder,21,0.85,326.04,344.02,2.599,5.8769,3.2779,1.005,backfill_yahoo
2026-07-08,feeder,21,0.9,335.63,344.02,3.793,8.9362,5.1432,1.532,backfill_yahoo
2026-07-08,feeder,21,0.95,354.81,344.02,7.702,18.6415,10.9395,3.083,backfill_yahoo
2026-07-08,feeder,21,1.0,375.91,344.02,15.575,34.2056,18.6306,4.956,backfill_yahoo
2026-07-08,feeder,26,0.75,284.66,340.21,0.971,1.2275,0.2565,0.09,backfill_yahoo
2026-07-08,feeder,26,0.8,303.64,340.21,1.893,3.1576,1.2646,0.416,backfill_yahoo
2026-07-08,feeder,26,0.85,322.62,340.21,3.564,7.1923,3.6283,1.125,backfill_yahoo
2026-07-08,feeder,26,0.9,332.1,340.21,4.942,10.3506,5.4086,1.629,backfill_yahoo
2026-07-08,feeder,26,0.95,351.08,340.21,9.153,19.9356,10.7826,3.071,backfill_yahoo
2026-07-08,feeder,26,1.0,371.96,340.21,17.072,34.8914,17.8194,4.791,backfill_yahoo
2026-07-08,feeder,30,0.75,283.44,337.89,1.207,1.7244,0.5174,0.183,backfill_yahoo
2026-07-08,feeder,30,0.8,302.33,337.89,2.205,4.0009,1.7959,0.594,backfill_yahoo
2026-07-08,feeder,30,0.85,321.23,337.89,4.211,8.3874,4.1764,1.3,backfill_yahoo
2026-07-08,feeder,30,0.9,330.67,337.89,5.757,11.6694,5.9124,1.788,backfill_yahoo
2026-07-08,feeder,30,0.95,349.57,337.89,10.296,21.3604,11.0644,3.165,backfill_yahoo
2026-07-08,feeder,30,1.0,370.36,337.89,18.527,36.0864,17.5594,4.741,backfill_yahoo
2026-07-08,feeder,34,0.75,281.23,335.92,1.573,2.1517,0.5787,0.206,backfill_yahoo
2026-07-08,feeder,34,0.8,299.98,335.92,2.729,4.6205,1.8915,0.631,backfill_yahoo
2026-07-08,feeder,34,0.85,318.73,335.92,4.942,9.104,4.162,1.306,backfill_yahoo
2026-07-08,feeder,34,0.9,328.11,335.92,6.592,12.3609,5.7689,1.758,backfill_yahoo
2026-07-08,feeder,34,0.95,346.85,335.92,11.276,21.7711,10.4951,3.026,backfill_yahoo
2026-07-08,feeder,34,1.0,367.48,335.92,19.501,36.0007,16.4997,4.49,backfill_yahoo
2026-07-08,feeder,39,0.75,279.98,333.89,2.055,2.8226,0.7676,0.274,backfill_yahoo
2026-07-08,feeder,39,0.8,298.65,333.89,3.595,5.6039,2.0089,0.673,backfill_yahoo
2026-07-08,feeder,39,0.85,317.31,333.89,6.12,10.3479,4.2279,1.332,backfill_yahoo
2026-07-08,feeder,39,0.9,326.65,333.89,7.849,13.6772,5.8282,1.784,backfill_yahoo
2026-07-08,feeder,39,0.95,345.31,333.89,13.034,23.1048,10.0708,2.916,backfill_yahoo
2026-07-08,feeder,39,1.0,365.84,333.89,21.467,37.0631,15.5961,4.263,backfill_yahoo
2026-07-08,feeder,43,0.75,278.78,332.21,2.376,3.365,0.989,0.355,backfill_yahoo
2026-07-08,feeder,43,0.8,297.37,332.21,4.031,6.3514,2.3204,0.78,backfill_yahoo
2026-07-08,feeder,43,0.85,315.95,332.21,6.623,11.2472,4.6242,1.464,backfill_yahoo
2026-07-08,feeder,43,0.9,325.25,332.21,8.563,14.6065,6.0435,1.858,backfill_yahoo
2026-07-08,feeder,43,0.95,343.83,332.21,13.921,23.9992,10.0782,2.931,backfill_yahoo
2026-07-08,feeder,43,1.0,364.28,332.21,22.58,37.7383,15.1583,4.161,backfill_yahoo
2026-07-08,feeder,47,0.75,277.56,331.49,2.948,3.8237,0.8757,0.316,backfill_yahoo
2026-07-08,feeder,47,0.8,296.07,331.49,4.996,6.921,1.925,0.65,backfill_yahoo
2026-07-08,feeder,47,0.85,314.57,331.49,8.024,11.841,3.817,1.213,backfill_yahoo
2026-07-08,feeder,47,0.9,323.83,331.49,9.898,15.1589,5.2609,1.625,backfill_yahoo
2026-07-08,feeder,47,0.95,342.33,331.49,15.29,24.323,9.033,2.639,backfill_yahoo
2026-07-08,feeder,47,1.0,362.68,331.49,23.749,37.7089,13.9599,3.849,backfill_yahoo
2026-07-08,feeder,52,0.75,277.35,331.33,3.536,4.5002,0.9642,0.348,backfill_yahoo
2026-07-08,feeder,52,0.8,295.84,331.33,5.779,7.786,2.007,0.678,backfill_yahoo
2026-07-08,feeder,52,0.85,314.33,331.33,8.991,12.8288,3.8378,1.221,backfill_yahoo
2026-07-08,feeder,52,0.9,323.58,331.33,10.935,16.16,5.225,1.615,backfill_yahoo
2026-07-08,feeder,52,0.95,342.07,331.33,16.445,25.2548,8.8098,2.575,backfill_yahoo
2026-07-08,feeder,52,1.0,362.41,331.33,24.92,38.4246,13.5046,3.726,backfill_yahoo
2026-07-09,feeder,13,0.75,289.28,348.21,0.27,0.1458,-0.1242,-0.043,backfill_yahoo
2026-07-09,feeder,13,0.8,308.57,348.21,0.567,0.7772,0.2102,0.068,backfill_yahoo
2026-07-09,feeder,13,0.85,327.86,348.21,1.285,3.1216,1.8366,0.56,backfill_yahoo
2026-07-09,feeder,13,0.9,337.5,348.21,2.033,5.6031,3.5701,1.058,backfill_yahoo
2026-07-09,feeder,13,0.95,356.78,348.21,4.851,14.7712,9.9202,2.78,backfill_yahoo
2026-07-09,feeder,13,1.0,378.0,348.21,11.835,31.0422,19.2072,5.081,backfill_yahoo
2026-07-09,feeder,17,0.75,286.61,345.1,0.512,0.3537,-0.1583,-0.055,backfill_yahoo
2026-07-09,feeder,17,0.8,305.72,345.1,1.041,1.3528,0.3118,0.102,backfill_yahoo
2026-07-09,feeder,17,0.85,324.83,345.1,2.213,4.2214,2.0084,0.618,backfill_yahoo
2026-07-09,feeder,17,0.9,334.38,345.1,3.137,6.8887,3.7517,1.122,backfill_yahoo
2026-07-09,feeder,17,0.95,353.49,345.1,6.666,15.9461,9.2801,2.625,backfill_yahoo
2026-07-09,feeder,17,1.0,374.51,345.1,14.006,31.4285,17.4225,4.652,backfill_yahoo
2026-07-09,feeder,21,0.75,283.37,342.09,0.636,0.6139,-0.0221,-0.008,backfill_yahoo
2026-07-09,feeder,21,0.8,302.26,342.09,1.368,1.9052,0.5372,0.178,backfill_yahoo
2026-07-09,feeder,21,0.85,321.15,342.09,2.809,5.0636,2.2546,0.702,backfill_yahoo
2026-07-09,feeder,21,0.9,330.6,342.09,4.033,7.7737,3.7407,1.131,backfill_yahoo
2026-07-09,feeder,21,0.95,349.49,342.09,8.08,16.4855,8.4055,2.405,backfill_yahoo
2026-07-09,feeder,21,1.0,370.27,342.09,15.801,31.1439,15.3429,4.144,backfill_yahoo
2026-07-09,feeder,26,0.75,280.35,338.33,1.061,1.0538,-0.0072,-0.003,backfill_yahoo
2026-07-09,feeder,26,0.8,299.04,338.33,2.056,2.7332,0.6772,0.226,backfill_yahoo
2026-07-09,feeder,26,0.85,317.74,338.33,3.815,6.3009,2.4859,0.782,backfill_yahoo
2026-07-09,feeder,26,0.9,327.08,338.33,5.213,9.1322,3.9192,1.198,backfill_yahoo
2026-07-09,feeder,26,0.95,345.77,338.33,9.559,17.7808,8.2218,2.378,backfill_yahoo
2026-07-09,feeder,26,1.0,366.33,338.33,17.296,31.884,14.588,3.982,backfill_yahoo
2026-07-09,feeder,30,0.75,279.06,336.13,1.318,1.4932,0.1752,0.063,backfill_yahoo
2026-07-09,feeder,30,0.8,297.66,336.13,2.396,3.4888,1.0928,0.367,backfill_yahoo
2026-07-09,feeder,30,0.85,316.27,336.13,4.474,7.3868,2.9128,0.921,backfill_yahoo
2026-07-09,feeder,30,0.9,325.57,336.13,6.04,10.3405,4.3005,1.321,backfill_yahoo
2026-07-09,feeder,30,0.95,344.17,336.13,10.753,19.0851,8.3321,2.421,backfill_yahoo
2026-07-09,feeder,30,1.0,364.64,336.13,18.839,32.9707,14.1317,3.876,backfill_yahoo
2026-07-09,feeder,34,0.75,276.92,334.24,1.703,1.8867,0.1837,0.066,backfill_yahoo
2026-07-09,feeder,34,0.8,295.38,334.24,2.943,4.0727,1.1297,0.382,backfill_yahoo
2026-07-09,feeder,34,0.85,313.84,334.24,5.221,8.087,2.866,0.913,backfill_yahoo
2026-07-09,feeder,34,0.9,323.07,334.24,6.884,11.0309,4.1469,1.284,backfill_yahoo
2026-07-09,feeder,34,0.95,341.53,334.24,11.739,19.5407,7.8017,2.284,backfill_yahoo
2026-07-09,feeder,34,1.0,361.84,334.24,19.799,32.9625,13.1635,3.638,backfill_yahoo
2026-07-09,feeder,39,0.75,275.59,332.34,2.175,2.4898,0.3148,0.114,backfill_yahoo
2026-07-09,feeder,39,0.8,293.96,332.34,3.741,4.9631,1.2221,0.416,backfill_yahoo
2026-07-09,feeder,39,0.85,312.34,332.34,6.375,9.2285,2.8535,0.914,backfill_yahoo
2026-07-09,feeder,39,0.9,321.52,332.34,8.255,12.2421,3.9871,1.24,backfill_yahoo
2026-07-09,feeder,39,0.95,339.9,332.34,13.389,20.7593,7.3703,2.168,backfill_yahoo
2026-07-09,feeder,39,1.0,360.11,332.34,21.767,33.9205,12.1535,3.375,backfill_yahoo
2026-07-09,feeder,43,0.75,274.43,330.76,2.537,2.9907,0.4537,0.165,backfill_yahoo
2026-07-09,feeder,43,0.8,292.73,330.76,4.237,5.6646,1.4276,0.488,backfill_yahoo
2026-07-09,feeder,43,0.85,311.02,330.76,7.041,10.0858,3.0448,0.979,backfill_yahoo
2026-07-09,feeder,43,0.9,320.17,330.76,8.906,13.1418,4.2358,1.323,backfill_yahoo
2026-07-09,feeder,43,0.95,338.47,330.76,14.254,21.6396,7.3856,2.182,backfill_yahoo
2026-07-09,feeder,43,1.0,358.59,330.76,22.729,34.5989,11.8699,3.31,backfill_yahoo
2026-07-09,feeder,47,0.75,273.5,330.18,3.028,3.4446,0.4166,0.152,backfill_yahoo
2026-07-09,feeder,47,0.8,291.73,330.18,5.111,6.2492,1.1382,0.39,backfill_yahoo
2026-07-09,feeder,47,0.85,309.96,330.18,8.173,10.7375,2.5645,0.827,backfill_yahoo
2026-07-09,feeder,47,0.9,319.08,330.18,10.19,13.7822,3.5922,1.126,backfill_yahoo
2026-07-09,feeder,47,0.95,337.31,330.18,15.352,22.1185,6.7665,2.006,backfill_yahoo
2026-07-09,feeder,47,1.0,357.37,330.18,23.736,34.8049,11.0689,3.097,backfill_yahoo
2026-07-09,feeder,52,0.75,273.3,330.11,3.621,4.079,0.458,0.168,backfill_yahoo
2026-07-09,feeder,52,0.8,291.52,330.11,5.897,7.0712,1.1742,0.403,backfill_yahoo
2026-07-09,feeder,52,0.85,309.74,330.11,9.14,11.6909,2.5509,0.824,backfill_yahoo
2026-07-09,feeder,52,0.9,318.85,330.11,11.233,14.7581,3.5251,1.106,backfill_yahoo
2026-07-09,feeder,52,0.95,337.07,330.11,16.495,23.0356,6.5406,1.94,backfill_yahoo
2026-07-09,feeder,52,1.0,357.11,330.11,24.887,35.5201,10.6331,2.978,backfill_yahoo
2026-07-10,feeder,13,0.75,287.56,348.09,0.265,0.1251,-0.1399,-0.049,backfill_yahoo
2026-07-10,feeder,13,0.8,306.73,348.09,0.644,0.6762,0.0322,0.01,backfill_yahoo
2026-07-10,feeder,13,0.85,325.9,348.09,1.457,2.7666,1.3096,0.402,backfill_yahoo
2026-07-10,feeder,13,0.9,335.48,348.09,2.254,5.0197,2.7657,0.824,backfill_yahoo
2026-07-10,feeder,13,0.95,354.65,348.09,5.213,13.5163,8.3033,2.341,backfill_yahoo
2026-07-10,feeder,13,1.0,375.74,348.09,12.299,29.198,16.899,4.498,backfill_yahoo
2026-07-10,feeder,17,0.75,284.87,344.99,0.547,0.3121,-0.2349,-0.082,backfill_yahoo
2026-07-10,feeder,17,0.8,303.86,344.99,1.174,1.2048,0.0308,0.01,backfill_yahoo
2026-07-10,feeder,17,0.85,322.85,344.99,2.367,3.8085,1.4415,0.446,backfill_yahoo
2026-07-10,feeder,17,0.9,332.35,344.99,3.406,6.2654,2.8594,0.86,backfill_yahoo
2026-07-10,feeder,17,0.95,351.34,344.99,6.922,14.7035,7.7815,2.215,backfill_yahoo
2026-07-10,feeder,17,1.0,372.23,344.99,14.581,29.6308,15.0498,4.043,backfill_yahoo
2026-07-10,feeder,21,0.75,281.75,341.98,0.708,0.5563,-0.1517,-0.054,backfill_yahoo
2026-07-10,feeder,21,0.8,300.53,341.98,1.516,1.7371,0.2211,0.074,backfill_yahoo
2026-07-10,feeder,21,0.85,319.32,341.98,3.0,4.6595,1.6595,0.52,backfill_yahoo
2026-07-10,feeder,21,0.9,328.71,341.98,4.274,7.1886,2.9146,0.887,backfill_yahoo
2026-07-10,feeder,21,0.95,347.49,341.98,8.314,15.3727,7.0587,2.031,backfill_yahoo
2026-07-10,feeder,21,1.0,368.15,341.98,16.249,29.5473,13.2983,3.612,backfill_yahoo
2026-07-10,feeder,26,0.75,278.86,338.23,1.167,0.9764,-0.1906,-0.068,backfill_yahoo
2026-07-10,feeder,26,0.8,297.45,338.23,2.25,2.5426,0.2926,0.098,backfill_yahoo
2026-07-10,feeder,26,0.85,316.04,338.23,4.042,5.8927,1.8507,0.586,backfill_yahoo
2026-07-10,feeder,26,0.9,325.34,338.23,5.49,8.5738,3.0838,0.948,backfill_yahoo
2026-07-10,feeder,26,0.95,343.93,338.23,9.805,16.7734,6.9684,2.026,backfill_yahoo
2026-07-10,feeder,26,1.0,364.38,338.23,17.768,30.4688,12.7008,3.486,backfill_yahoo
2026-07-10,feeder,30,0.75,277.55,336.06,1.379,1.3915,0.0125,0.005,backfill_yahoo
2026-07-10,feeder,30,0.8,296.05,336.06,2.577,3.2619,0.6849,0.231,backfill_yahoo
2026-07-10,feeder,30,0.85,314.55,336.06,4.736,6.9369,2.2009,0.7,backfill_yahoo
2026-07-10,feeder,30,0.9,323.81,336.06,6.335,9.7425,3.4075,1.052,backfill_yahoo
2026-07-10,feeder,30,0.95,342.31,336.06,11.002,18.0442,7.0422,2.057,backfill_yahoo
2026-07-10,feeder,30,1.0,362.66,336.06,19.206,31.5283,12.3223,3.398,backfill_yahoo
2026-07-10,feeder,34,0.75,275.56,334.17,1.772,1.781,0.009,0.003,backfill_yahoo
2026-07-10,feeder,34,0.8,293.93,334.17,3.145,3.8535,0.7085,0.241,backfill_yahoo
2026-07-10,feeder,34,0.85,312.3,334.17,5.501,7.6779,2.1769,0.697,backfill_yahoo
